Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Tax,Total_Amount
NCM29,12.857645184135976,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.2276,170.51138000000003,3580.73898
FDH47,13.5,Regular,0.129077455,Starchy Foods,95.2068,OUT045,2002,Medium,Tier 2,Supermarket Type1,583.2408,29.162040000000005,612.4028400000001
FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004,84.49002000000002,1774.29042
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128,240.22064,5044.63344
FDY27,12.857645184135976,Low Fat,0.031743707,Dairy,179.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,1605.9096,80.29548,1686.20508
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,2007,Medium,Tier 2,Supermarket Type1,3537.3954,176.86977000000002,3714.2651699999997
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224,70.84112,1487.66352
FDY03,12.857645184135976,Regular,0.133279499,Meat,112.6202,OUT019,1985,Small,Tier 1,Grocery Store,675.1212,33.756060000000005,708.8772600000001
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398,150.83699,3167.5767899999996
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,63.9168,1342.2528
NCP54,15.35,Low Fat,0.035348491,Household,124.673,OUT017,2007,Medium,Tier 2,Supermarket Type1,2093.941,104.69704999999999,2198.6380499999996
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332,154.93166000000002,3253.5648600000004
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924,109.12462000000001,2291.61702
FDX03,12.857645184135976,Regular,0.106971167,Meat,44.7744,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,6.791160000000001,142.61436
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,OUT045,2002,Medium,Tier 2,Supermarket Type1,2526.711,126.33555,2653.0465499999996
FDC21,14.6,Regular,0.042923071,Fruits and Vegetables,109.8254,OUT013,1987,High,Tier 3,Supermarket Type1,1627.881,81.39405000000001,1709.2750500000002
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,79.09704,1661.0378400000002
FDI07,12.857645184135976,Regular,0.033597374,Meat,197.2426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3163.8816,158.19408,3322.0756800000004
FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486,112.08743,2353.83603
NCK18,9.6,Low Fat,0.06613202877895108,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784,214.65392000000003,4507.73232
DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,OUT010,1998,Medium,Tier 3,Grocery Store,165.7842,8.28921,174.07341
DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208,49.13604000000001,1031.8568400000001
FDA32,14.0,Low Fat,0.030155224,Fruits and Vegetables,214.7192,OUT045,2002,Medium,Tier 2,Supermarket Type1,3020.0688,151.00344,3171.07224
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724,12.583620000000002,264.25602000000003
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234,32.39117,680.21457
FDQ20,8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,OUT045,2002,Medium,Tier 2,Supermarket Type1,284.2966,14.214830000000001,298.51143
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,OUT018,2009,Medium,Tier 3,Supermarket Type2,6042.135,302.10675000000003,6344.24175
FDB41,12.857645184135976,Regular,0.170382726,Frozen Foods,45.2718,OUT019,1985,Small,Tier 1,Grocery Store,47.2718,2.36359,49.63539
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,OUT013,1987,High,Tier 3,Supermarket Type1,3235.788,161.7894,3397.5774
FDV10,12.857645184135976,Regular,0.116793684,Snack Foods,41.0112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,2.13056,44.74176
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016,88.28508000000001,1853.9866800000002
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,2007,Medium,Tier 2,Supermarket Type1,1540.6612,77.03306,1617.69426
NCM17,7.93,Low Fat,0.071425647,Health and Hygiene,45.9086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1070.6064,53.530319999999996,1124.13672
DRG37,12.857645184135976,Low Fat,0.033929133,Soft Drinks,154.3972,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,15.579720000000002,327.17412
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,2002,Medium,Tier 2,Supermarket Type1,2591.2936,129.56468,2720.85828
FDM27,12.35,Regular,0.158337479,Meat,157.9946,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866,165.68433000000002,3479.37093
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304,129.43152,2718.06192
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494,197.84247000000002,4154.69187
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676,163.85338000000002,3440.92098
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208,65.78104,1381.40184
FDM58,16.85,Regular,0.133385398,Snack Foods,109.8544,OUT010,1998,Medium,Tier 3,Grocery Store,223.7088,11.18544,234.89424
NCE54,12.857645184135976,Low Fat,0.047098175,Household,75.5354,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,7.523540000000001,157.99434
FDS11,7.05,Regular,0.055548003,Breads,225.3088,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4288,290.82144,6107.250239999999
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404,77.83202,1634.47242
FDX13,12.857645184135976,Low Fat,0.047551568,Canned,249.1092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,410.86518,8628.16878
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,79.39665000000001,1667.32965
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,OUT018,2009,Medium,Tier 3,Supermarket Type2,203.7348,10.18674,213.92154
FDZ51,11.3,Regular,0.054861393,Meat,96.9094,OUT017,2007,Medium,Tier 2,Supermarket Type1,952.094,47.60470000000001,999.6987
FDD46,6.035,Low Fat,0.141542481,Snack Foods,153.1998,OUT045,2002,Medium,Tier 2,Supermarket Type1,1537.998,76.8999,1614.8979
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09,34.9545,734.0445000000001
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,OUT045,2002,Medium,Tier 2,Supermarket Type1,247.0118,12.35059,259.36239
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,92.27988,1937.87748
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625,104.03125,2184.65625
FDI44,16.1,Low Fat,0.100149459,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,57.9246,1216.4166
FDH50,15.0,Regular,0.162348584,Canned,185.9266,OUT017,2007,Medium,Tier 2,Supermarket Type1,4610.665,230.53325,4841.19825
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,163.08771000000002,3424.84191
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834,57.5917,1209.4257
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,Medium,Tier 2,Supermarket Type1,3861.64,193.082,4054.7219999999998
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,OUT017,2007,Medium,Tier 2,Supermarket Type1,4314.384,215.7192,4530.1032
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,149.40552,3137.51592
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,OUT045,2002,Medium,Tier 2,Supermarket Type1,4713.864,235.6932,4949.557199999999
FDG21,12.857645184135976,Regular,0.256152243,Seafood,151.005,OUT019,1985,Small,Tier 1,Grocery Store,149.805,7.4902500000000005,157.29525
FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445,200.57225000000003,4212.01725
FDA26,7.855,Regular,0.06613202877895108,Dairy,220.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2,4600.0122,230.00061000000002,4830.01281
FDY16,12.857645184135976,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931,322.74655,6777.677549999999
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,137.95376000000002,2897.02896
FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564,278.23782,5842.9942200000005
FDC47,15.0,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,1998,Medium,Tier 3,Grocery Store,913.4776,45.673880000000004,959.1514800000001
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144,122.5072,2572.6512
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1696,70.30848,1476.4780799999999
FDN03,9.8,Regular,0.015087112,Meat,250.1408,OUT035,2004,Small,Tier 2,Supermarket Type1,4005.4528,200.27264000000002,4205.72544
FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,OUT017,2007,Medium,Tier 2,Supermarket Type1,325.5762,16.27881,341.85501
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,OUT045,2002,Medium,Tier 2,Supermarket Type1,1340.2554,67.01277,1407.26817
NCI17,12.857645184135976,Low Fat,0.142728113,Health and Hygiene,95.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,125.5033,2635.5692999999997
NCO17,10.0,Low Fat,0.073493831,Health and Hygiene,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66,89.88300000000001,1887.5430000000001
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,OUT017,2007,Medium,Tier 2,Supermarket Type1,802.9548,40.14774,843.10254
FDD10,20.6,Regular,0.046280998,Snack Foods,177.4344,OUT017,2007,Medium,Tier 2,Supermarket Type1,1962.7784,98.13892,2060.91732
NCH18,9.3,Low Fat,0.044624064,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426,159.69213000000002,3353.53473
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,Medium,Tier 2,Supermarket Type1,777.6544,38.882720000000006,816.53712
DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,OUT010,1998,Medium,Tier 3,Grocery Store,370.1848,18.509240000000002,388.69404
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236,41.346180000000004,868.26978
FDC47,15.0,Low Fat,0.119374946,Snack Foods,229.3694,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268,251.20634,5275.33314
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,55.128240000000005,1157.69304
FDR27,12.857645184135976,Regular,0.095635061,Meat,130.7942,OUT027,1985,Medium,Tier 3,Supermarket Type3,3047.3666,152.36833,3199.7349299999996
FDS33,12.857645184135976,Regular,0.216107535,Snack Foods,86.8514,OUT019,1985,Small,Tier 1,Grocery Store,354.2056,17.71028,371.91588
DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244,110.45622000000002,2319.58062
FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,OUT017,2007,Medium,Tier 2,Supermarket Type1,1938.8096,96.94048000000001,2035.75008
FDY37,17.0,Regular,0.026568875,Canned,142.047,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234,157.4617,3306.6956999999998
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606,100.10303,2102.16363
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654,281.73327,5916.39867
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455,315.42275,6623.87775
NCY41,12.857645184135976,Low Fat,0.075368868,Health and Hygiene,35.2532,OUT027,1985,Medium,Tier 3,Supermarket Type3,970.7364,48.536820000000006,1019.27322
FDR59,14.5,Regular,0.063962842,Breads,263.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594,130.8297,2747.4237000000003
FDM36,12.857645184135976,Regular,0.102830104,Baking Goods,172.6422,OUT019,1985,Small,Tier 1,Grocery Store,344.8844,17.244220000000002,362.12862
NCI42,12.857645184135976,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172,187.55586000000002,3938.67306
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,2007,Medium,Tier 2,Supermarket Type1,1211.756,60.58780000000001,1272.3438
FDY33,14.5,Regular,0.06613202877895108,Snack Foods,159.3262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,143.21358,3007.48518
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456,44.34228,931.18788
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886,122.07443,2563.5630300000003
FDN38,6.615,Regular,0.091895319,Canned,248.6408,OUT013,1987,High,Tier 3,Supermarket Type1,3504.7712,175.23856,3680.00976
FDQ11,12.857645184135976,Regular,0.118535581,Breads,256.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,12.849940000000002,269.84874
FDG34,11.5,Regular,0.037646623,Snack Foods,107.5254,OUT045,2002,Medium,Tier 2,Supermarket Type1,325.5762,16.27881,341.85501
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808,238.88904000000002,5016.6698400000005
FDY46,12.857645184135976,Low Fat,0.04765803,Snack Foods,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144,261.92572,5500.44012
FDS11,7.05,Regular,0.05587277,Breads,222.1088,OUT017,2007,Medium,Tier 2,Supermarket Type1,4026.7584,201.33792000000003,4228.096320000001
NCA53,12.857645184135976,Low Fat,0.017295906,Health and Hygiene,47.1034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,7.290510000000001,153.10071000000002
NCN30,16.35,Low Fat,0.02844314,Household,98.141,OUT010,1998,Medium,Tier 3,Grocery Store,386.164,19.3082,405.4722
FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,55.827329999999996,1172.37393
NCR42,9.105,Low Fat,0.064410783,Household,33.39,OUT010,1998,Medium,Tier 3,Grocery Store,33.29,1.6645,34.954499999999996
FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,73.50431999999999,1543.59072
FDN15,12.857645184135976,Low Fat,0.029299175,Meat,140.318,OUT019,1985,Small,Tier 1,Grocery Store,139.818,6.990900000000001,146.80890000000002
FDD51,12.857645184135976,Low Fat,0.210021713,Dairy,44.2744,OUT019,1985,Small,Tier 1,Grocery Store,90.5488,4.52744,95.07624
FDF14,7.55,Low Fat,0.027224917,Canned,152.934,OUT045,2002,Medium,Tier 2,Supermarket Type1,2450.144,122.5072,2572.6512
NCN19,12.857645184135976,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506,18.9753,398.4813
NCO43,5.5,Low Fat,0.047059016,Others,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,106.26168000000001,2231.49528
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888,311.5944,6543.4824
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,23.303,489.363
DRM49,6.11,Regular,0.152262171,Soft Drinks,44.4086,OUT045,2002,Medium,Tier 2,Supermarket Type1,1159.8236,57.99118,1217.81478
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,1498.05,74.9025,1572.9524999999999
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932,117.8466,2474.7785999999996
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624,197.34312,4144.2055199999995
FDO19,17.7,Regular,0.06613202877895108,Fruits and Vegetables,46.8034,OUT017,2007,Medium,Tier 2,Supermarket Type1,923.4646,46.173230000000004,969.63783
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689,139.98445,2939.67345
NCZ41,19.85,Low Fat,0.06613202877895108,Health and Hygiene,126.1704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556,93.87780000000001,1971.4338
FDL32,15.7,Regular,0.204984538,Fruits and Vegetables,111.0544,OUT010,1998,Medium,Tier 3,Grocery Store,223.7088,11.18544,234.89424
FDC44,15.6,Low Fat,0.173573164,Fruits and Vegetables,114.4518,OUT017,2007,Medium,Tier 2,Supermarket Type1,2390.8878,119.54439,2510.43219
FDQ59,9.8,Regular,0.056339618,Breads,84.2908,OUT013,1987,High,Tier 3,Supermarket Type1,755.0172,37.75086,792.76806
NCO54,19.5,Low Fat,0.014262413,Household,57.1614,OUT013,1987,High,Tier 3,Supermarket Type1,331.5684,16.57842,348.14682
DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,70.84112,1487.66352
FDY35,17.6,Regular,0.016024651,Breads,44.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226,29.861130000000003,627.0837300000001
FDA46,13.6,Low Fat,0.11830085,Snack Foods,196.2136,OUT017,2007,Medium,Tier 2,Supermarket Type1,1944.136,97.2068,2041.3428
NCL18,18.85,Low Fat,0.167552202,Household,193.1136,OUT035,2004,Small,Tier 2,Supermarket Type1,2332.9632,116.64816000000002,2449.6113600000003
FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424.9384,271.24692,5696.18532
NCP50,17.35,Low Fat,0.06613202877895108,Others,79.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,48.33708,1015.07868
FDZ25,12.857645184135976,Regular,0.06613202877895108,Canned,169.879,OUT019,1985,Small,Tier 1,Grocery Store,339.558,16.9779,356.53589999999997
FDH24,20.7,Low Fat,0.021431134,Baking Goods,157.0288,OUT046,1997,Small,Tier 1,Supermarket Type1,2199.8032,109.99016,2309.7933599999997
FDQ26,13.5,Regular,0.068256316,Dairy,60.9562,OUT017,2007,Medium,Tier 2,Supermarket Type1,533.3058,26.66529,559.97109
NCK17,12.857645184135976,Low Fat,0.06613202877895108,Health and Hygiene,40.348,OUT019,1985,Small,Tier 1,Grocery Store,79.896,3.9948,83.8908
FDO46,12.857645184135976,Regular,0.014143673,Snack Foods,187.3872,OUT027,1985,Medium,Tier 3,Supermarket Type3,2836.308,141.8154,2978.1234
FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896,100.26948,2105.65908
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396,253.6698,5327.065799999999
FDU26,12.857645184135976,Regular,0.074620291,Dairy,120.1782,OUT019,1985,Small,Tier 1,Grocery Store,357.5346,17.876730000000002,375.41133
FDX04,12.857645184135976,Regular,0.041370245,Frozen Foods,46.2376,OUT027,1985,Medium,Tier 3,Supermarket Type3,814.9392,40.74696,855.68616
FDH31,12.857645184135976,Regular,0.020312314,Meat,98.1042,OUT027,1985,Medium,Tier 3,Supermarket Type3,2777.7176,138.88588000000001,2916.6034799999998
FDJ45,12.857645184135976,Low Fat,0.128532558,Seafood,34.2216,OUT019,1985,Small,Tier 1,Grocery Store,173.108,8.6554,181.7634
FDX55,15.1,Low Fat,0.055195461,Fruits and Vegetables,216.1166,OUT035,2004,Small,Tier 2,Supermarket Type1,5007.4818,250.37409,5257.85589
FDR02,16.7,Low Fat,0.022065676,Dairy,110.5886,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404,77.83202,1634.47242
NCP55,14.65,Low Fat,0.011212719,Others,55.6614,OUT045,2002,Medium,Tier 2,Supermarket Type1,1049.9666,52.49833,1102.4649299999999
FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1655.1788,82.75894,1737.9377399999998
NCJ06,20.1,Low Fat,0.034848629,Household,118.6782,OUT017,2007,Medium,Tier 2,Supermarket Type1,2502.7422,125.13711,2627.8793100000003
FDF08,14.3,Regular,0.06613202877895108,Fruits and Vegetables,89.8856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696,70.30848,1476.4780799999999
FDT21,7.42,Low Fat,0.02050719,Snack Foods,249.7092,OUT017,2007,Medium,Tier 2,Supermarket Type1,7719.2852,385.96426,8105.24946
FDK22,12.857645184135976,Low Fat,0.025960174,Snack Foods,214.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.855,248.84275,5225.697749999999
DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848,85.08924,1786.87404
FDH27,7.075,Low Fat,0.097660814,Dairy,141.8128,OUT010,1998,Medium,Tier 3,Grocery Store,143.8128,7.190640000000001,151.00344
FDU52,12.857645184135976,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926,15.6463,328.5723
FDK50,7.96,Low Fat,0.06613202877895108,Canned,160.7894,OUT017,2007,Medium,Tier 2,Supermarket Type1,3235.788,161.7894,3397.5774
DRJ01,6.135,Low Fat,0.115265695,Soft Drinks,160.5236,OUT045,2002,Medium,Tier 2,Supermarket Type1,2094.6068,104.73034000000001,2199.33714
FDC21,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.1524,32.55762,683.71002
